Q18395344,観点,関連語
Q192704,国際比較,"Q380170, Q12705, Q8348417, Q1099378, Q1185136, Q5042317, Q219416, Q167336,  石油依存, Q1099378"
Q192704,行動,省エネ、再利用、リサイクル、断熱、LED照明、エコモード、自然光、節水、エコバッグ、バイオマス
Q192704,環境負荷,"Q192704, Q1858477, Q12705, Q310667, Q1099378,  エコロジカルフットプリント, Q167336, Q846574, Q132580, Q219416"
Q13629441,背景,"Q12725, Q1420, Q2249676, Q27137, Q267298, Q1099378,  充電インフラ,  CO2削減, Q846292, Q131201"
Q13629441,課題,"充電インフラ, Q2554326, Q105482243,  パワー供給,  充電時間, Q1355578,  資源供給, Q905424,  利用便益, Q2022868"
Q13629441,影響,"Q832237,  CO2削減, Q1185136,  充電インフラ,  バッテリー技術, Q220858,  モビリティサービス,  電動化, Q12705, Q11635004"
Q13629441,対策,"Q352917, Q267298, Q2554326, Q11289878, Q846292, Q132580,  公共充電所, Q832237,  電力インフラ,  電気自動車普及"
Q13629441,要因,"Q13629441, Q267298, Q267298, Q72313, Q352917, Q905424, Q27137, Q2249676, Q1554231,  充電インフラ"
Q13629441,評価,"Q1379672, Q13629441, Q2249676, Q2554326,  充電インフラ, Q1355578, Q105482243,  航続可能距離,  充電時間, Q846292"
Q13629441,持続可能性,"Q219416, Q12705, Q846292, Q267298,  充電インフラ,  車両排出量, Q132580,  エコモビリティ, Q1185136, Q310667"
Q13629441,技術,"Q72313, Q267298,  充電インフラ,  再生ブレーキ, Q48103, Q593143,  超高速充電,  電動車両, Q11348078,  モビリティサービス"
Q13629441,経済,"Q13629441, Q2249676, Q1099378,  充電インフラ, Q846292, Q267298, Q3454688, Q219416, Q159810, Q111333141"
Q13629441,国際比較,"排出規制,  充電インフラ, Q5319127,  バッテリー技術,  生産規模,  規制政策, Q11421323, Q159810,  自動運転技術,  グリッド連携"
Q13629441,行動,"Q11498176, Q27137, Q11388109, Q267298, Q905424, Q2249676, Q846292, Q219416,  充電インフラ, Q11289878"
Q13629441,環境負荷,"Q1997, Q267298, Q132580,  充電インフラ, Q12705, Q889659, Q733968, Q22908283, Q219416,  排出削減"
Q3267905,背景,"Q125928, Q167336, Q12705,  エコロジカルフットプリント, Q219416, Q1774424, Q37813, Q132580, Q1099456, Q192704"
Q3267905,課題,"Q125928, Q167336, Q12705, Q219416, Q1099456, Q132580,  エコロジカルフットプリント, Q2945560, Q846292, Q109364076"
Q3267905,影響,"Q846574, Q12705, Q1099456, Q846292, Q128991, Q1488967, Q219416,  エコフレンドリー, Q94951, Q192704"
Q3267905,対策,"Q12705, Q1099456, Q167336, Q846574, Q846292, Q219416, Q1774424, Q132580, Q109364076,  エコモビリティ"
Q3267905,要因,"Q380170, Q12705, Q1488967, Q132580, Q219416, Q1099456, Q11381681, Q244156, Q372449, Q497743"
Q3267905,評価,"Q12705, Q167336, Q219416, Q832237,  エコロジカルフットプリント, Q1099378, Q1774424, Q132580, Q94951, Q1099456"
Q3267905,持続可能性,"Q219416, Q3267905, Q832237, Q12705, Q1099456, Q497743, Q131201,  CO2排出削減, Q125928,  グリーンビジネス"
Q3267905,技術,"Q12705, Q846574, Q846292,  エコモビリティ, Q192704, Q1488967, Q128991, Q1099456, Q219416, Q4105337"
Q3267905,経済,"Q497743, Q12705, Q846292, Q219416, Q1099456, Q1488967,  エコロジカルフットプリント, Q4105337, Q219416,  グリーンビジネス"
Q3267905,国際比較,"Q67184449, Q1720648, Q3267905, Q8425, Q2249676, Q11379, Q167336, Q12705, Q131201, Q47496130"
Q3267905,行動,"Q380170, Q12705, Q1099456, Q310667, Q846574, Q846292, Q219416, Q132580, Q7942, Q2945560"
Q3267905,環境負荷,"Q8348417, Q12705, Q132580, Q219416, Q1774424, Q1099456, Q131201,  エコフレンドリー,  二酸化炭素削減, Q832237"
Q7150,背景,"Q832237, Q219416, Q12705, Q47041, Q7942, Q1099378, Q132580, Q131201, Q131123, Q372449"
Q7150,課題,"Q832237, Q219416, Q167336, Q12705,  バイオディバーシティ,  廃棄物削減, Q7942, Q131201, Q131123, Q4806271"
Q7150,影響,"Q832237, Q12705, Q219416, Q497743, Q125928, Q47041,  排出量削減, Q132580, Q131201, Q1099456"
Q7150,対策,"Q132580, Q12705, Q167947, Q219416, Q3267905, Q132580, Q832237,  水質改善, Q372449,  プラスチック削減"
Q7150,要因,"Q37813, Q2249676, Q578091, Q1230584, Q219416, Q125928, Q169940, Q159462, Q1997, Q45701"
Q7150,評価,"Q219416, Q2022868, Q12705,  バイオディバーシティ, Q310667, Q37813, Q1099456, Q14431238, Q131201,  グリーンハウスガス"
Q7150,持続可能性,"Q219416, Q2249676, Q1099378, Q12705, Q38112, Q3588927, Q1138571, Q37813, Q192127, Q132580"
Q7150,技術,"Q12705, Q2945560, Q846574, Q1099456, Q132580, Q219416, Q1099378, Q846292,  エコイノミー, Q94951"
Q7150,経済,"Q832237, Q12705, Q219416, Q497743, Q1488967, Q47041, Q132580, Q219416, Q1099456,  ゼロウェイスト"
Q7150,国際比較,"Q20113959, Q12705, Q219416,  環境規制,  バイオダイバーシティ,  汚染対策, Q125928, Q7942, Q131201, Q2685659"
Q7150,行動,省エネ、再生可能エネルギー、リサイクル、廃棄物削減、バイオディーゼル、サステナビリティ、自然保護、エコバッグ、バイオマス、低炭素
Q7150,環境負荷,"Q167336,  CO2排出量, Q219416, Q47041, Q58734, Q12705, Q845249, Q131123, Q7942, Q855711"
Q21707860,背景,"Q125928, Q167336, Q219416, Q9378718, Q41560, Q832237, Q7942, Q12705,  排出量削減, Q131201"
Q21707860,課題,"Q167336,  削減目標, Q219416, Q372449, Q260607, Q487623, Q1061910, Q7942,  共同責任, Q131201"
Q21707860,影響,"Q167336, Q125928, Q219416, Q7942,  排出削減, Q131201, Q832237, Q1962383, Q372449, Q3569631"
Q21707860,対策,"Q167336, Q1997, Q219416, Q12705, Q372449, Q260607, Q41560, Q131201, Q5122485,  再生可能エネルギー源"
Q21707860,要因,"Q1997, Q167336, Q125928, Q219416, Q7942, Q12705, Q372449,  脱炭素化社会, Q131201, Q832237"
Q21707860,評価,"Q321839, Q2249676, Q167336, Q131201, Q7942, Q1032176, Q7942, Q15305550, Q67184449, Q2448108"
Q21707860,持続可能性,"Q167336, Q125928, Q107056701, Q12705, Q131201, Q372449, Q477335, Q2022868, Q7649624, Q7942"
Q21707860,技術,"Q1997, Q167336, Q12705, Q219416, Q1099456, Q1488967, Q192704, Q131201, Q260607, Q1099378"
Q21707860,経済,"Q15305550, Q167336, Q7942, Q219416, Q12705, Q1774424, Q1099378,  資源効率, Q131201, Q125928"
Q21707860,国際比較,"Q15063219, Q167336,  大気温暖化, Q219416, Q12705, Q372449, Q125928,  従来エネルギー源, Q7942, Q131201"
Q21707860,行動,"排出量削減, Q167336, Q219416, Q12705, Q372449, Q131201,  クリーン技術, Q260607, Q832237, Q1774424"
Q21707860,環境負荷,"Q1997, Q125928, Q167336, Q219416, Q7942, Q169940, Q12705, Q832237, Q131201, Q260607"
Q288401,背景,"Q125928, Q167336, Q7942, Q219416,  経済効率, Q1997, Q11693783, Q832237, Q1099378, Q22908283"
Q288401,課題,"Q288401, Q167336, Q832237, Q1522115, Q219416, Q7942,  経済への影響, Q12705,  二酸化炭素排出量, Q21707860"
Q288401,影響,"Q1997, Q7942,  グリーンハウスガス, Q12705, Q219416, Q1488967, Q832237, Q131201,  エコフレンドリー, Q1099378"
Q288401,対策,"Q288401, Q167336,  削減目標, Q12705, Q1774424, Q219416, Q310667, Q234173, Q295822, Q125928"
Q288401,要因,排出量、温室効果ガス、環境保護、気候変動、持続可能、省エネルギー、再生可能エネルギー、資源循環、気候変動適応、二酸化炭素
Q288401,評価,価格、排出量、気候変動、環境保護、再生可能エネルギー、持続可能性、温室効果ガス、エコロジカル・フットプリント、カーボンニュートラル、節税
Q288401,持続可能性,"Q219416, Q832237, Q167336, Q12705, Q497743, Q11693783, Q125928, Q7649586, Q1099378, Q1774424"
Q288401,技術,"Q8348417, Q12705, Q1774424, Q1099456, Q1099378,  低炭素技術,  CO2削減,  エコイノミー, Q219416, Q3427027"
Q288401,経済,"Q8134, Q832237, Q7942, Q7942,  CO2排出量, Q219416, Q167336, Q12705, Q1099378, Q1774424"
Q288401,国際比較,"Q1997, Q167336,  排出量削減, Q219416, Q832237, Q1099378, Q131201, Q125928, Q1774424, Q12705"
Q288401,行動,"Q1997, Q167336, Q832237, Q219416, Q1099378, Q12705, Q7942, Q125928, Q310667, Q109364076"
Q288401,環境負荷,"Q167336, Q8348417, Q125928, Q12705, Q260607, Q1997, Q219416, Q21707860, Q159810, Q320389"
Q11549077,背景,"Q556, Q11379, Q12705, Q180253, Q11693783, Q846292,  燃料供給,  電力生成, Q832237, Q131201"
Q11549077,課題,"Q9158768, Q175199, Q1088669, Q7590, Q116483286, Q240673, Q327029, Q190258, Q320389, Q42240"
Q11549077,影響,"Q556, Q11379, Q180253, Q12705, Q846292, Q27137, Q380170, Q1774424, Q131201, Q122392828"
Q11549077,対策,"Q556, Q846292, Q12705, Q180253, Q122392828, Q11693783, Q795757,  グリーンハイドロジェン, Q295865, Q1099378"
Q11549077,要因,"Q556, Q11379, Q12705,  ヒドロゲン, Q180253, Q12739, Q106358009, Q3133, Q131201,  グリーン化"
Q11549077,評価,"Q556, Q11379, Q27137, Q180253, Q12705, Q106358009,  貯蔵技術, Q1554231, Q42501, Q7877"
Q11549077,持続可能性,"Q556, Q846292, Q12705, Q180253, Q568469, Q11693783, Q11635004, Q837718, Q1099378,  グリーンハイドロジェン"
Q11549077,技術,"Q556, Q180253, Q64403,  ヒドロジェン, Q12705,  貯蔵技術,  燃料供給, Q1929999,  ウォーターエレクトロリシス, Q478859"
Q11549077,経済,"Q556, Q11379, Q159810, Q12705, Q180253, Q7590, Q12739, Q106358009,  燃料コスト, Q17240126"
Q11549077,国際比較,"Q12739, Q12705, Q180253, Q1997, Q1929999, Q1099378,  輸送産業, Q13629441,  再生可能エネルギー源, Q106358009"
Q11549077,行動,"Q556, Q11379, Q180253, Q12705, Q846292, Q1124477, Q9158768, Q52161698, Q1268865, Q42889"
Q11549077,環境負荷,"Q12748, Q167336,  CO2排出, Q214261, Q10913792, Q12705,  排出量削減,  グリーンハウス効果, Q832237, Q219416"
Q37813,背景,"Q47041, Q159462, Q2945560, Q7070482,  環境変動,  自然適応, Q125928,  森林循環, Q846303, Q111171519"
Q37813,課題,"Q17781833, Q104021, Q4421, Q2251595, Q58734, Q131201, Q164280, Q125928, Q47041, Q159462"
Q37813,影響,"Q47041, Q159462, Q111171519, Q552431, Q125928,  異物侵入, Q58734,  遺伝的浪漫, Q295865, Q164280"
Q37813,対策,"Q37813, Q2251595, Q2249676, Q1230584, Q217102, Q217102, Q219416, Q4421, Q167336, Q47041"
Q37813,要因,"Q7937, Q47041, Q159462, Q476300, Q227675, Q625376, Q552431, Q121457626, Q845339, Q295865"
Q37813,評価,"Q47041, Q1613416, Q111171519, Q159462, Q52105,  環境変動, Q58734, Q52106,  継承可能性,  保護計画"
Q37813,持続可能性,"Q37813, Q219416, Q241741, Q832237, Q188460, Q1230584, Q4105337, Q5333882, Q12705, Q7942"
Q37813,技術,"Q37813, Q111171519, Q125928, Q219416, Q832237, Q47041, Q159462, Q483921, Q815818, Q320389"
Q37813,経済,"Q37813, Q5381228, Q47041, Q219416, Q1377575, Q188989, Q845249, Q183129, Q1485804, Q14431238"
Q37813,国際比較,"Q37813, Q47041, Q219416, Q832237, Q187997, Q159462,  種の保全, Q169940, Q183129, Q125928"
Q37813,行動,"Q52105, Q52948, Q170430, Q476300, Q121610, Q227675, Q211439,  棲息地喪失, Q483921, Q159462"
Q37813,環境負荷,"Q22656, Q169940, Q79995, Q1997, Q183129, Q3050262, Q21583226, Q1334780, Q3174091, Q45701"
Q97311444,背景,"Q97311444, Q41176, Q11379, Q2249676, Q173725, Q193788, Q918306,  地域気候, Q16491,  冷暖房効率"
Q97311444,課題,"太陽光利用, Q1427418, Q12767712,  窓の配置,  冷暖房効率, Q5604190,  熱貯留, Q11642526,  風通し,  外装色"
Q97311444,影響,"日射取得, Q918306,  通気性, Q173725, Q1427418, Q2142963, Q11642526, Q1475577, Q546776,  外部遮蔽"
Q97311444,対策,"日射遮蔽,  日除け,  隙間風, Q918306, Q2142963, Q1427418,  冬暖かさ,  夏涼しさ,  窓の配置,  建物の方位"
Q97311444,要因,"日射取得制御, Q2596212,  窓の配置,  外壁の厚み, Q85882247,  冷房負荷,  外気条件,  施工材料,  熱バッファー,  土地の勾配"
Q97311444,評価,"太陽光利用,  断熱性能, Q1427418,  冬季日射取得,  外気温変化,  熱負荷計算,  冷暖房効率, Q219416, Q11421323,  エネルギーコスト"
Q97311444,持続可能性,"Q832237, Q192704, Q12705, Q12767712, Q193788,  冷暖房効率,  自然採光, Q846574, Q1452104,  通気性"
Q97311444,技術,"Q193788, Q918306, Q1137500, Q1427418,  隠し庇,  日射遮蔽,  熱利用,  隙間風, Q173725, Q11421323"
Q97311444,経済,省エネ、再生可能エネルギー、断熱、太陽光発電、自然換気、地域資源、再利用、環境配慮、生態系、持続可能
Q97311444,国際比較,気候、建物、熱、冷房、エネルギー、日射、通風、断熱、環境、快適
Q97311444,行動,"Q3155522, Q193788, Q918306, Q133087, Q173725, 日よけ, Q12767712, Q1137500, 隙間風, Q4698318"
Q97311444,環境負荷,"Q380170, Q173725, Q12705, Q918306, Q160329,  冷房負荷,  冬季日射, Q1427418, Q85882247,  地盤利用"
Q743030,背景,"Q12705, Q846574, Q132580, Q219416, Q832237, Q167336, Q193788, Q43302, Q47041, Q7942"
Q743030,課題,"Q2249676, Q11016, Q621184, Q1099456, Q12705, Q219416, Q132580, Q131123, Q12748, Q1049799"
Q743030,影響,"Q832237, Q12705, Q219416, Q1058325, Q845249, Q125928, Q180388, Q58734, Q47041, Q7942"
Q743030,対策,"Q832237, Q12705, Q132580, Q219416, Q167336, Q47041, Q183129, Q131123, Q2945560, Q1099456"
Q743030,要因,"Q832237, Q12705, Q167336, Q219416, Q2945560, Q132580,  排出規制, Q320389, Q47041, Q131201"
Q743030,評価,"Q832237, Q12705, Q219416, Q310667, Q132580, Q320389, Q1099456,  バイオディバーシティ, Q1501619, Q131123"
Q743030,持続可能性,"Q832237, Q12705, Q1099456, Q167947, Q846574,  エコフレンドリー, Q219416, Q497743, Q7942, Q131201"
Q743030,技術,"循環エネルギー, Q12705, Q310667, Q320389, Q167947,  冷媒フロン, Q1099456, Q219416, Q1099378, Q65246763"
Q743030,経済,"Q832237, Q12705, Q128991, Q1488967, Q219416, Q1099456, Q295822, Q132580,  グリーンビジネス,  ゼロウェイスト"
Q743030,国際比較,"Q832237, Q12705, Q1099456, Q219416, Q131123, Q1916831, Q2945560,  環境規制, Q11658197, Q7942"
Q743030,行動,"Q832237, Q12705, Q132580,  排出ガス削減, Q219416, Q7942, Q37813, Q131201, Q320389,  環境規制"
Q743030,環境負荷,"Q1997, Q37129, Q207895, Q57083, Q131123, Q169940, Q212734, Q1058325, Q44497, Q2732957"
Q48035814,背景,"Q131123, Q1420, Q83405,  木材燃焼, Q12191165, Q24489, Q3497778, Q200297, Q180388, Q161078"
Q48035814,課題,微粒子，大気汚染，健康影響，環境規制，モニタリング，公衆衛生，化石燃料，排気ガス，呼吸器疾患，都市化
Q48035814,影響,"Q131123, Q87075524,  呼吸器系疾患,  環境規制, Q47912, Q173022, Q2978744, Q67388747, Q424418,  農業影響"
Q48035814,対策,"大気清浄機,  通気性, Q271779, Q583488, Q584049, Q1196206, Q756, Q170477,  自動車規制, Q214488"
Q48035814,要因,"Q3276251,  工場排出, Q200297, Q13416228,  農業活動, Q3131232, Q24867531, Q279118, Q2386268,  屋外バーベキュー"
Q48035814,評価,"Q48035814, Q131123, Q87075524, Q3392853,  環境規制, Q1281564,  粒子状物質,  大気中浮遊粒子, Q2041172,  車両排出ガス"
Q48035814,持続可能性,"Q832237, Q131123, Q1281564, Q3706138,  流出源,  粒子状物質,  環境規制, Q167336, Q1281564,  人口密集地"
Q48035814,技術,"微粒子状物質, Q8104, Q58734, Q466491, Q3706138, Q3072135,  軽減策,  計測技術, Q736556, Q11498461"
Q48035814,経済,"Q159810,  環境規制, Q1522115, Q3706138, Q131123, Q125928,  企業責任, Q180107, Q295822, Q219416"
Q48035814,国際比較,"Q905504, Q131123, Q3706138,  環境規制,  車両排出規制,  工場排気ガス,  農業焼畑,  PM2.5規制基準, Q1281564,  インドアエアクオリティ"
Q48035814,行動,"Q58734, Q8104, Q12147, Q3392853, Q2249676, Q1621273, Q428148, Q11663, Q2143522, Q120121730"
Q48035814,環境負荷,"Q320173,  工業排出, Q28692729, Q131123,  低品質燃料, Q1958816,  鉱業活動,  農業活動,  林業活動,  輸送機関"
Q372449,背景,"Q4421, Q2249676, Q2251595, Q219416, Q37813,  二酸化炭素吸収, Q845249, Q107434304, Q241741, Q7376362"
Q372449,課題,"Q4421, Q17781833,  希少動植物, Q107434304, Q219416, Q845249, Q37813,  水源保護, Q889503, Q125928"
Q372449,影響,"Q4421, Q2251595, Q42962, Q107434304, Q219416, Q845249, Q37813, Q1230584, Q169940, Q132580"
Q372449,対策,"Q4421, Q2251595, Q1032176, Q2249676, Q107434304, Q845249, Q193119, Q42962,  水源保護, Q6980595"
Q372449,要因,"Q4421, Q2251595, Q2249676, Q37813, Q845249, Q107434304, Q219416, Q3477434, Q241741, Q372561"
Q372449,評価,森林、環境、生態系、持続可能性、保護、減少、再生、自然資源、生物多様性、気候変動
Q372449,持続可能性,"Q4421, Q2251595, Q219416, Q2249676, Q37813, Q55075184, Q287, Q845249, Q372561, Q132580"
Q372449,技術,"Q473972, Q2384419, Q107434304, Q241741, Q372561, Q845249, Q815818, Q37813, Q597393, Q131201"
Q372449,経済,"Q4421, Q2249676, Q845249, Q131201, Q37813, Q287, Q47041, Q3610429, Q2945560, Q55739246"
Q372449,国際比較,"Q4421, Q2251595, Q67184449, Q1720648, Q2249676, Q130901, Q845249, Q219416, Q3477434,  バイオダイバーシティ"
Q372449,行動,"Q4421, Q2249676, Q2251595, Q287, Q845249, Q107434304, Q37813, Q2384419, Q131201,  バイオダイバーシティ"
Q372449,環境負荷,森林、破壊、植生、生態系、減少、土壌、林業、伐採、生物多様性、気候変動
Q689855,背景,"Q11379, Q1254874, Q251212, Q27137, Q5333882, Q42848, Q1472062, Q1099378, Q380170, Q121359"
Q689855,課題,"Q689855,  需要応答,  マイクログリッド,  電力負荷管理, Q192704,  可再生エネルギー, Q899388, Q7312160,  グリッド安定性,  インフラストラクチャ更新"
Q689855,影響,電力、エネルギー、データ、効率、再生可能、インフラ、スマートメーター、需要応答、コミュニケーション、セキュリティ
Q689855,対策,"Q1630602, Q1326594, Q1988917,  需要管理, Q192704, Q192127,  マイクログリッド, Q837718, Q11347817, Q5268834"
Q689855,要因,"Q689855,  グリッドインフラストラクチャ, Q192127, Q111333141, Q837718,  マイクログリッド,  需要応答, Q1988917, Q9350592,  センサ技術"
Q689855,評価,"Q689855, Q909789, Q615445, Q30301666, Q17994098, Q65921492, Q219416, Q121359,  需要応答,  統合管理, Q899388"
Q689855,持続可能性,"Q219416, Q12705, Q192704,  グリッド安定性,  ネット・ゼロエネルギー,  負荷管理,  マイクログリッド, Q5255048,  エコロジカルフットプリント, Q11382"
Q689855,技術,"Q1630602,  マイクログリッド,  電力ピークカット, Q5255048, Q861135,  インテリジェント電力管理システム,  需要側管理,  電力網連携,  電力供給安定化,  エネルギー貯蔵技術"
Q689855,経済,"Q11379,  需要応答, Q27768150, Q1096907, Q192704,  マイクログリッド, Q192127, Q187510, Q676081,  可再生エネルギー"
Q689855,国際比較,"Q689855, Q18457698, Q219416, Q192704, Q12705, Q1099456,  需要応答, Q121359, Q899388, Q11394684"
Q689855,行動,"Q689855, Q29954, Q12705, Q2685471,  需要応答, Q837718, Q126231,  マイクログリッド,  電力自己生産,  デマンドサイド管理"
Q689855,環境負荷,"Q689855,  需要応答, Q12705,  電力損失,  需要ピーク, Q837718,  グリッド安定性,  マイクログリッド,  電力需要予測,  デマンドサイド管理"
Q1997,背景,"Q12748, Q167336, Q7942, Q8104, Q556, Q167751, Q4421, Q43619, Q40178, Q832237"
Q1997,課題,"Q2249676, Q167336, Q7942, Q12748, Q219416, Q125928, Q131123, Q12705, Q845249, Q832237"
Q1997,影響,"Q926230, Q125928, Q167336, Q7942, Q1049799, Q169940, Q855711, Q260607, Q219416, Q7942"
Q1997,対策,"Q167336, Q12705, Q219416, Q1488967, Q372449, Q497743, Q16936947, Q846292,  エコロジカルフットプリント, Q125928"
Q1997,要因,"Q12748, Q7942, Q1420, Q83405, Q845249, Q7942, Q131123, Q5377024, Q5042317, Q832237"
Q1997,評価,"Q1997, Q2249676, Q167336, Q7942, Q8104, Q2574811, Q22327148, Q4669898, Q846574, Q15305550"
Q1997,持続可能性,"Q167751, Q167336, Q219416, Q12705, Q125928, Q15305550, Q1774424, Q1099378, Q372449, Q1099456"
Q1997,技術,"Q167751, Q7942, Q167336, Q12705, Q11601083, Q898653, Q1488967, Q1774424,  CCS技術, Q846292"
Q1997,経済,"Q288401, Q167336, Q12705, Q1774424, Q1099456, Q219416, Q1488967,  炭素取引, Q131201, Q94951"
Q1997,国際比較,"Q8348417, Q2249676, Q125928, Q167336, Q15305550,  グリーンハウスガス, Q7942, Q131201, Q310667,  再生可能 energysources"
Q1997,行動,"Q40178, Q9530, Q8104, Q7942, Q4421, Q133235, Q125928, Q41560, Q12748, Q22327148"
Q1997,環境負荷,"Q22327148, Q167336, Q8104, Q125928, Q7942, Q41560, Q219416,  炭素フットプリント, Q260607, Q131201"
Q17221718,背景,"Q192704, Q12705, Q167336, Q219416,  石油依存, Q380170, Q1099378, Q1774424, Q188460, Q11693783"
Q17221718,課題,省エネ、再生可能エネルギー、化石燃料、排出量削減、エネルギー効率、再利用、地球温暖化、サステナビリティ、脱炭素化、持続可能性
Q17221718,影響,"Q380170, Q12705, Q1099378, Q1774424, Q187510,  電力需給バランス, Q167336, Q219416, Q1099456, Q7150"
Q17221718,対策,"Q380170, Q12705, Q1099378, Q3267905, Q187510, Q774583,  除霊剤, Q173725,  省エネ家電, Q192704"
Q17221718,要因,"Q12705, Q846574, Q380170, Q12705, Q1099378, Q310667, Q192704, Q846292, Q1326594, Q832237"
Q17221718,評価,省エネ、再生可能エネルギー、排出削減、効率化、持続可能性、環境配慮、低炭素、エコロジー、リサイクル、地球温暖化
Q17221718,持続可能性,"Q219416, Q12705, Q167336, Q1099378, Q192704, Q832237, Q2945560, Q7942, Q795757, Q132580"
Q17221718,技術,省エネ、再生可能エネルギー、太陽光発電、風力発電、バイオマス、地熱、省エネ基準、エネルギー効率、断熱、電力変換
Q17221718,経済,"Q380170, Q12705,  効率化, Q1099456, Q1488967, Q159810, Q2945560, Q774583,  ウィンドエネルギー, Q180253"
Q17221718,国際比較,"Q24489, Q193788, Q170464, Q12739, Q2945560, Q127993, Q1887075, Q80638,  消費量, Q1099378"
Q17221718,行動,省エネ、再生可能エネルギー、蓄電池、太陽光発電、断熱、エコモード、バイオマス、省エネ家電、エネルギーマネジメント、自然光利用
Q17221718,環境負荷,"Q12705, Q1099378, Q310667, Q167336, Q219416, Q380170, Q846574, Q2945560, Q1099378, Q832237"
Q275595,背景,"Q2249676, Q8425, Q3258659, Q130901, Q6499736, Q7942, Q219416, Q188460, Q832237, Q107056701"
Q275595,課題,"Q125928, Q219416, Q12705, Q45701, Q754836, Q845249, Q1049799, Q58734, Q47041, Q7942"
Q275595,影響,"Q2249676, Q8425, Q111931734, Q130901, Q6499736, Q2251595, Q131201, Q58734, Q8065, Q1997"
Q275595,対策,"Q12705, Q132580, Q131201, Q125928, Q47041, Q1099456, Q832237,  廃棄物削減, Q11666070, Q1501619"
Q275595,要因,"Q832237, Q12705, Q219416, Q132580, Q169940, Q1049799, Q125928, Q131201, Q58734, Q47041"
Q275595,評価,"影響評価, Q219416, Q2022868,  社会的受容性, Q37813, Q12705, Q320389, Q219416, Q11421323, Q167336"
Q275595,持続可能性,環境、社会、持続可能性、関係、語彙、エコシステム、再生可能エネルギー、廃棄物削減、バイオダイバーシティ、気候変動
Q275595,技術,"Q832237, Q12705, Q167947, Q219416, Q846292, Q1099456, Q310667, Q132580, Q18556, Q109364076"
Q275595,経済,"Q832237, Q12705, Q219416, Q310667, Q132580,  グリーンビジネス,  環境規制, Q1199254, Q2945560,  CO2排出量"
Q275595,国際比較,"Q832237, Q12705, Q219416, Q58734,  バイオデバーシティ, Q125928,  環境法規制, Q919526, Q132580, Q948732"
Q275595,行動,"Q11379, Q12705, Q132580, Q219416, Q310667,  廃棄物削減, Q131201, Q832237, Q477335, Q125928"
Q275595,環境負荷,"Q106358009,  水資源利用, Q845249, Q1058325, Q131123, Q180388, Q3497778,  生物多様性減少,  鉱石採掘,  地域環境破壊"
Q11290453,背景,"Q12705, Q219416, Q167336, Q106358009, Q1099456, Q192704, Q2945560, Q192127, Q43302,  グリッド接続"
Q11290453,課題,"Q12705, Q167336, Q219416, Q11693783,  需要削減, Q1099456, Q2022868, Q174165,  グリッド接続, Q192704"
Q11290453,影響,"Q12705, Q219416, Q167336, Q14431238, Q106358009, Q1099378, Q125928, Q832237,  報酬性,  排出削減"
Q11290453,対策,"Q12705, Q167336, Q846574, Q106358009, Q2945560, Q11635004, Q219416,  電力インフラ, Q846292,  省エネルギー  
CSV: 再生可能エネルギー, Q167336, Q846574, Q106358009, Q2945560, Q11635004, Q219416,  電力インフラ, Q846292, Q380170"
Q11290453,要因,"Q11693783, Q12705, Q131201, Q167336, Q1099456,  導入コスト, Q21707860, Q3267905, Q192704, Q1570382"
Q11290453,評価,"Q11379, Q192935, Q1379672, Q132580, Q12705, Q22327148, Q1000, Q204, Q131201, Q1554231"
Q11290453,持続可能性,"Q219416, Q12705, Q167336, Q1099456,  エコフレンドリー,  グリッド接続, Q846292, Q192704, Q2945560, Q3132462"
Q11290453,技術,"Q12705,  蓄電システム, Q774583, Q43302,  バッテリー技術, Q689855, Q930236,  グリッド接続,  マイクログリッド, Q1301500"
Q11290453,経済,"Q12705, Q1099378, Q1099456, Q1774424, Q192704, Q1138571, Q167336, Q1099378, Q159810, Q219416"
Q11290453,国際比較,"Q22656, Q193788, Q170464, Q12739, Q127993, Q80638, Q2945560, Q45701, Q3935813, Q1887075"
Q11290453,行動,"Q11290453, Q12705, Q1774424, Q167336, Q11693783, Q219416, Q1099378, Q1099456,  分散型エネルギー, Q295865"
Q11290453,環境負荷,"Q8348417, Q12705,  グリーンハウスガス, Q7942, Q219416, Q310667, Q17232373, Q832237, Q131201,  塩素化炭化水素"
Q620920,背景,"Q7937, Q4610556, Q3258659, Q7942, Q623, Q8104, Q16920157, Q125928, Q7937, Q485396"
Q620920,課題,"Q620920,  識別精度,  予測能力, Q1287023,  パラメータ設定, Q3245245, Q196372, Q1322005,  レベル分解, Q8092"
Q620920,影響,"Q7937, Q4610556, Q111931734, Q1150070, Q7942, Q25257, Q845339, Q11663, Q841083, Q3839081"
Q620920,対策,"Q125928, Q167336, Q12705, Q219416, Q7942, Q372449, Q1774424, Q260607, Q846574,  デカーボン化"
Q620920,要因,"Q845339, Q167336, Q49385, Q1349417, Q129558, Q830457, Q13762161, Q187997, Q161078, Q35666"
Q620920,評価,"Q7937, Q4610556, Q1379672, Q130901, Q6499736, Q11466, Q25257, Q16920157, Q17994098, Q193181"
Q620920,持続可能性,"Q7937, Q4610556, Q219416, Q130901, Q6499736, Q2249676, Q16920157, Q748250, Q45045, Q42848"
Q620920,技術,"Q52139, Q1988917, Q7239673,  数値実験,  気象データ, Q3046459, Q2615451, Q125928,  モデル検証, Q11473"
