単語,観点,関連語
環境技術,持続可能性,"環境保護,  再生可能エネルギー,  グリーンテクノロジー,  バイオディーゼル,  再利用,  エコフレンドリー,  サステナビリティ,  循環経済,  地球温暖化,  持続可能な開発"
環境技術,技術,"循環エネルギー,  再生可能エネルギー,  カーボンフットプリント,  環境影響評価,  バイオディーゼル,  冷媒フロン,  グリーンテクノロジー,  持続可能性,  クリーンエネルギー,  環境マネジメント"
環境技術,経済,"環境保全,  再生可能エネルギー,  バイオ燃料,  カーボンオフセット,  持続可能性,  クリーンテクノロジー,  環境税,  リサイクル,  グリーンビジネス,  ゼロウェイスト"
環境技術,国際比較,"環境保護,  再生可能エネルギー,  グリーンテクノロジー,  持続可能性,  大気汚染,  海洋保護,  バイオマス,  環境規制,  水質管理,  地球温暖化"
環境技術,行動,"環境保護,  再生可能エネルギー,  リサイクル,  排出ガス削減,  持続可能性,  地球温暖化,  生態系,  持続可能な開発,  環境影響評価,  環境規制"
環境技術,環境負荷,"CO2,  メタン,  二酸化窒素,  フロン,  大気汚染,  森林破壊,  土壌汚染,  海洋汚染,  採掘,  産業廃棄物"
PM2.5,背景,"大気汚染,  自動車,  工場,  木材燃焼,  バイク,  石炭,  土壌劣化,  火力発電所,  廃棄物処理,  都市化"
PM2.5,課題,微粒子，大気汚染，健康影響，環境規制，モニタリング，公衆衛生，化石燃料，排気ガス，呼吸器疾患，都市化
PM2.5,影響,"大気汚染,  健康リスク,  呼吸器系疾患,  環境規制,  肺がん,  気管支炎,  大気浄化,  都市部,  窒素酸化物,  農業影響"
PM2.5,対策,"大気清浄機,  通気性,  マスク,  エアフィルター,  換気,  空気清浄機,  植物,  煙突,  自動車規制,  灰皿"
PM2.5,要因,"自動車排気ガス,  工場排出,  火力発電所,  ゴミ焼却,  農業活動,  スポーツセンター,  建築工事,  木造家屋,  タバコの煙,  屋外バーベキュー"
PM2.5,評価,"PM2.5,  大気汚染,  健康リスク,  肺疾患,  環境規制,  気象条件,  粒子状物質,  大気中浮遊粒子,  測定装置,  車両排出ガス"
PM2.5,持続可能性,"環境保護,  大気汚染,  気象条件,  健康影響,  流出源,  粒子状物質,  環境規制,  温室効果ガス,  気象条件,  人口密集地"
PM2.5,技術,"微粒子状物質,  大気,  汚染,  粒径,  健康影響,  有害物質,  軽減策,  計測技術,  フィルター,  換気装置"
PM2.5,経済,"経済,  環境規制,  エネルギー政策,  健康影響,  大気汚染,  気候変動,  企業責任,  市場価格,  環境税,  持続可能性"
PM2.5,国際比較,"空気質,  大気汚染,  健康影響,  環境規制,  車両排出規制,  工場排気ガス,  農業焼畑,  PM2.5規制基準,  気象条件,  インドアエアクオリティ"
PM2.5,行動,"汚染,  大気,  健康,  肺疾患,  環境,  粒子,  規制,  気象,  モニタリング,  停止"
PM2.5,環境負荷,"排気ガス,  工業排出,  交通量,  大気汚染,  低品質燃料,  廃棄物焼却,  鉱業活動,  農業活動,  林業活動,  輸送機関"
森林保護,背景,"森林,  環境,  保護,  持続可能性,  生態系,  二酸化炭素吸収,  伐採,  森林火災,  野生動物,  水源"
森林保護,課題,"森林,  破壊,  希少動植物,  森林火災,  持続可能性,  森林伐採,  生態系,  水源保護,  土壌浸食,  気候変動"
森林保護,影響,"森林,  保護,  動植物,  森林火災,  持続可能性,  伐採,  生態系,  多様性,  森林破壊,  再生利用"
森林保護,対策,"森林,  保護,  対策,  環境,  森林火災,  伐採,  再生,  動植物,  水源保護,  土壌保全"
森林保護,要因,"森林,  保護,  環境,  生態系,  伐採,  森林火災,  持続可能性,  保護区域,  野生生物,  森林管理"
森林保護,評価,森林、環境、生態系、持続可能性、保護、減少、再生、自然資源、生物多様性、気候変動
森林保護,持続可能性,"森林,  保護,  持続可能性,  環境,  生態系,  開発,  木材,  伐採,  森林管理,  再生利用"
森林保護,技術,"保護地域,  造林,  森林火災,  野生動物,  森林管理,  伐採,  森林再生,  生態系,  違法伐採,  持続可能"
森林保護,経済,"森林,  環境,  伐採,  持続可能,  生態系,  木材,  生物多様性,  森林認証,  バイオマス,  森林経営"
森林保護,国際比較,"森林,  保護,  国際,  比較,  環境,  関係,  森林伐採,  持続可能性,  保護区域,  バイオダイバーシティ"
森林保護,行動,"森林,  環境,  保護,  木材,  伐採,  森林火災,  生態系,  植林,  持続可能,  バイオダイバーシティ"
森林保護,環境負荷,森林、破壊、植生、生態系、減少、土壌、林業、伐採、生物多様性、気候変動
スマートグリッド,背景,"エネルギー,  ネットワーク,  IoT,  電力,  エコシステム,  データ,  通信,  グリーンエネルギー,  省エネルギー,  インフラ"
スマートグリッド,課題,"スマートグリッド,  需要応答,  マイクログリッド,  電力負荷管理,  エネルギー効率,  可再生エネルギー,  データセキュリティ,  遠隔監視,  グリッド安定性,  インフラストラクチャ更新"
スマートグリッド,影響,電力、エネルギー、データ、効率、再生可能、インフラ、スマートメーター、需要応答、コミュニケーション、セキュリティ
スマートグリッド,対策,"スマートメーター,  電力供給,  データ解析,  需要管理,  エネルギー効率,  太陽光発電,  マイクログリッド,  電力貯蔵,  リアルタイム制御,  通信技術"
スマートグリッド,要因,"スマートグリッド,  グリッドインフラストラクチャ,  太陽光発電,  電力需給,  エネルギー貯蔵,  マイクログリッド,  需要応答,  データ解析,  通信インフラ,  センサ技術"
スマートグリッド,評価,"スマートグリッド,  耐震性,  効率性,  可視性,  信頼性,  柔軟性,  持続可能性,  インフラストラクチャ,  需要応答,  統合管理,  データセキュリティ"
スマートグリッド,持続可能性,"持続可能性,  再生可能エネルギー,  エネルギー効率,  グリッド安定性,  ネット・ゼロエネルギー,  負荷管理,  マイクログリッド,  デマンドレスポンス,  エコロジカルフットプリント,  エネルギー保存"
スマートグリッド,技術,"スマートメーター,  マイクログリッド,  電力ピークカット,  デマンドレスポンス,  分散型電源,  インテリジェント電力管理システム,  需要側管理,  電力網連携,  電力供給安定化,  エネルギー貯蔵技術"
スマートグリッド,経済,"エネルギー,  需要応答,  グリッド,  電力網,  エネルギー効率,  マイクログリッド,  太陽光発電,  蓄電池,  電力市場,  可再生エネルギー"
スマートグリッド,国際比較,"スマートグリッド,  国際比較,  持続可能性,  エネルギー効率,  再生可能エネルギー,  グリーンテクノロジー,  需要応答,  インフラストラクチャー,  データセキュリティ,  規制改革"
スマートグリッド,行動,"スマートグリッド,  消費電力,  再生可能エネルギー,  ネットメータリング,  需要応答,  電力貯蔵,  エネルギーマネジメントシステム,  マイクログリッド,  電力自己生産,  デマンドサイド管理"
スマートグリッド,環境負荷,"スマートグリッド,  需要応答,  再生可能エネルギー,  電力損失,  需要ピーク,  エネルギー貯蔵,  グリッド安定性,  マイクログリッド,  電力需要予測,  デマンドサイド管理"
二酸化炭素,背景,"化石燃料,  温室効果ガス,  地球温暖化,  大気,  水素,  炭素循環,  森林,  自然環境,  酸性雨,  環境保護"
二酸化炭素,課題,"環境,  温室効果ガス,  地球温暖化,  化石燃料,  持続可能性,  気候変動,  大気汚染,  再生可能エネルギー,  森林伐採,  環境保護"
二酸化炭素,影響,"効果,  気候変動,  温室効果ガス,  地球温暖化,  水資源,  森林破壊,  海洋酸性化,  気候変動適応,  持続可能性,  温暖化"
二酸化炭素,対策,"温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンオフセット,  森林保護,  循環経済,  電動車,  ゼロエミッション,  エコロジカルフットプリント,  気候変動"
二酸化炭素,要因,"化石燃料,  温暖化,  自動車,  工場,  森林伐採,  地球温暖化,  大気汚染,  エネルギー消費,  燃料効率,  環境保護"
二酸化炭素,評価,"二酸化炭素,  環境,  温室効果ガス,  地球温暖化,  大気,  原因,  排出,  吸収,  再利用,  削減"
二酸化炭素,持続可能性,"炭素循環,  温室効果ガス,  持続可能性,  再生可能エネルギー,  気候変動,  削減,  カーボンニュートラル,  クリーンエネルギー,  森林保護,  グリーンテクノロジー"
二酸化炭素,技術,"炭素循環,  地球温暖化,  温室効果ガス,  再生可能エネルギー,  地球温暖化防止,  温暖化対策,  カーボンオフセット,  カーボンニュートラル,  CCS技術,  ゼロエミッション"
二酸化炭素,経済,"炭素税,  温室効果ガス,  再生可能エネルギー,  カーボンニュートラル,  グリーンテクノロジー,  持続可能性,  カーボンオフセット,  炭素取引,  持続可能な開発,  ローカルフード"
二酸化炭素,国際比較,"排出量,  環境,  気候変動,  温室効果ガス,  削減,  グリーンハウスガス,  地球温暖化,  持続可能,  カーボンフットプリント,  再生可能 energysources"
二酸化炭素,行動,"酸性,  呼吸,  大気,  地球温暖化,  森林,  燃焼,  気候変動,  温室効果,  化石燃料,  排出"
二酸化炭素,環境負荷,"排出,  温室効果ガス,  大気,  気候変動,  地球温暖化,  温室効果,  持続可能性,  炭素フットプリント,  気候変動適応,  持続可能な開発"
エネルギー対策,背景,"エネルギー効率,  再生可能エネルギー,  温室効果ガス,  持続可能性,  石油依存,  省エネ,  クリーンエネルギー,  カーボンニュートラル,  自然資源,  脱炭素"
エネルギー対策,課題,省エネ、再生可能エネルギー、化石燃料、排出量削減、エネルギー効率、再利用、地球温暖化、サステナビリティ、脱炭素化、持続可能性
エネルギー対策,影響,"省エネ,  再生可能エネルギー,  グリーンエネルギー,  カーボンニュートラル,  蓄電池,  電力需給バランス,  温室効果ガス,  持続可能性,  グリーンテクノロジー,  エコロジー"
エネルギー対策,対策,"省エネ,  再生可能エネルギー,  グリーンエネルギー,  低炭素,  蓄電池,  ソーラーパネル,  除霊剤,  冷暖房,  省エネ家電,  エネルギー効率"
エネルギー対策,要因,"再生可能エネルギー,  再利用,  省エネ,  再生可能,  グリーンエネルギー,  カーボンフットプリント,  エネルギー効率,  ゼロエミッション,  電力供給,  環境保護"
エネルギー対策,評価,省エネ、再生可能エネルギー、排出削減、効率化、持続可能性、環境配慮、低炭素、エコロジー、リサイクル、地球温暖化
エネルギー対策,持続可能性,"持続可能性,  再生可能エネルギー,  温室効果ガス,  グリーンエネルギー,  エネルギー効率,  環境保護,  バイオマス,  地球温暖化,  エネルギー転換,  リサイクル"
エネルギー対策,技術,省エネ、再生可能エネルギー、太陽光発電、風力発電、バイオマス、地熱、省エネ基準、エネルギー効率、断熱、電力変換
エネルギー対策,経済,"省エネ,  再生可能エネルギー,  効率化,  グリーンテクノロジー,  カーボンオフセット,  エコノミー,  バイオマス,  ソーラーパネル,  ウィンドエネルギー,  燃料電池"
エネルギー対策,国際比較,"石炭,  太陽光,  風力,  原子力,  バイオマス,  地熱,  海洋エネルギー,  水力,  消費量,  グリーンエネルギー"
エネルギー対策,行動,省エネ、再生可能エネルギー、蓄電池、太陽光発電、断熱、エコモード、バイオマス、省エネ家電、エネルギーマネジメント、自然光利用
エネルギー対策,環境負荷,"再生可能エネルギー,  グリーンエネルギー,  カーボンフットプリント,  温室効果ガス,  持続可能性,  省エネ,  再利用,  バイオマス,  クリーンエネルギー,  環境保護"
環境社会,背景,"環境,  社会,  背景,  関係,  語彙,  地球温暖化,  持続可能性,  自然資源,  環境保護,  循環型社会"
環境社会,課題,"気候変動,  持続可能性,  再生可能エネルギー,  廃棄物,  塩害,  森林伐採,  水資源,  環境汚染,  生物多様性,  地球温暖化"
環境社会,影響,"環境,  社会,  影響,  関係,  語彙,  保護,  持続可能,  汚染,  自然災害,  二酸化炭素"
環境社会,対策,"再生可能エネルギー,  リサイクル,  持続可能な開発,  気候変動,  生物多様性,  グリーンテクノロジー,  環境保護,  廃棄物削減,  食糧自給,  水資源管理"
環境社会,要因,"環境保護,  再生可能エネルギー,  持続可能性,  リサイクル,  森林破壊,  水資源,  気候変動,  持続可能な開発,  環境汚染,  生物多様性"
環境社会,評価,"影響評価,  持続可能性,  環境負荷,  社会的受容性,  生態系,  再生可能エネルギー,  環境影響評価,  サステナビリティ,  環境配慮,  温室効果ガス"
環境社会,持続可能性,環境、社会、持続可能性、関係、語彙、エコシステム、再生可能エネルギー、廃棄物削減、バイオダイバーシティ、気候変動
環境社会,技術,"環境保護,  再生可能エネルギー,  バイオディーゼル,  サステナビリティ,  ゼロエミッション,  クリーンテクノロジー,  カーボンフットプリント,  リサイクル,  バイオマスエネルギー,  グリーンビルディング"
環境社会,経済,"環境保護,  再生可能エネルギー,  持続可能性,  カーボンフットプリント,  リサイクル,  グリーンビジネス,  環境規制,  エコノミークラス,  バイオマス,  CO2排出量"
環境社会,国際比較,"環境保護,  再生可能エネルギー,  持続可能性,  汚染,  バイオデバーシティ,  気候変動,  環境法規制,  環境政策,  リサイクル,  環境教育"
環境社会,行動,"エネルギー,  再生可能エネルギー,  リサイクル,  持続可能性,  カーボンフットプリント,  廃棄物削減,  持続可能な開発,  環境保護,  持続可能な消費,  気候変動"
環境社会,環境負荷,"炭素排出,  水資源利用,  森林伐採,  海洋汚染,  大気汚染,  ゴミ処理,  土壌劣化,  生物多様性減少,  鉱石採掘,  地域環境破壊"
エネルギーシフト,背景,"再生可能エネルギー,  持続可能性,  温室効果ガス,  炭素排出,  グリーンテクノロジー,  エネルギー効率,  バイオマス,  太陽光発電,  風力発電,  グリッド接続"
エネルギーシフト,課題,"再生可能エネルギー,  温室効果ガス,  持続可能性,  脱炭素化,  需要削減,  グリーンテクノロジー,  環境負荷,  イノベーション,  グリッド接続,  エネルギー効率"
エネルギーシフト,影響,"再生可能エネルギー,  持続可能性,  温室効果ガス,  資源管理,  炭素排出,  クリーンエネルギー,  気候変動,  環境保護,  報酬性,  排出削減"
エネルギーシフト,対策,"再生可能エネルギー,  温室効果ガス,  再利用,  炭素排出,  バイオマス,  資源有効利用,  持続可能性,  電力インフラ,  ゼロエミッション,  省エネルギー"
エネルギーシフト,要因,"脱炭素化,  再生可能エネルギー,  持続可能,  温室効果ガス,  グリーンテクノロジー,  導入コスト,  パリ協定,  低炭素社会,  エネルギー効率,  創造的破壊"
エネルギーシフト,評価,"エネルギー,  シフト,  評価,  リサイクル,  再生可能,  排出,  カーボン,  ゼロ,  持続可能,  資源"
エネルギーシフト,持続可能性,"持続可能性,  再生可能エネルギー,  温室効果ガス,  グリーンテクノロジー,  エコフレンドリー,  グリッド接続,  ゼロエミッション,  エネルギー効率,  バイオマス,  エコノミクス"
エネルギーシフト,技術,"再生可能エネルギー,  蓄電システム,  ソーラーパネル,  風力発電,  バッテリー技術,  スマートグリッド,  エネルギーハーベスティング,  グリッド接続,  マイクログリッド,  電力変換"
エネルギーシフト,経済,"再生可能エネルギー,  グリーンエネルギー,  グリーンテクノロジー,  カーボンニュートラル,  エネルギー効率,  再生可能資源,  温室効果ガス,  クリーンエネルギー,  エコノミー,  サステナビリティ"
エネルギーシフト,国際比較,"石油,  太陽光,  風力,  原子力,  地熱,  水力,  バイオマス,  廃棄物,  振動エネルギー,  海洋エネルギー"
エネルギーシフト,行動,"エネルギーシフト,  再生可能エネルギー,  カーボンニュートラル,  温室効果ガス,  脱炭素化,  持続可能性,  クリーンエネルギー,  グリーンテクノロジー,  分散型エネルギー,  エコロジカル"
エネルギーシフト,環境負荷,"排出量,  再生可能エネルギー,  グリーンハウスガス,  地球温暖化,  持続可能性,  カーボンフットプリント,  原子力発電,  環境保護,  持続可能な開発,  塩素化炭化水素"
気候モデル,背景,"気候,  モデル,  背景,  温暖化,  炭素,  大気,  変動,  気候変動,  気候システム,  解析"
気候モデル,課題,"気候モデル,  識別精度,  予測能力,  収束性,  パラメータ設定,  データ不足,  観測誤差,  自然現象,  レベル分解,  熱帯低気圧"
気候モデル,影響,"気候,  モデル,  影響,  変化,  温暖化,  降水,  気温,  天候,  海面上昇,  災害"
気候モデル,対策,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  温暖化,  森林保護,  カーボンニュートラル,  気候変動適応,  再利用,  デカーボン化"
気候モデル,要因,"気温,  温室効果ガス,  太陽活動,  地表面,  海洋循環,  雲量,  火山噴火,  植生,  都市化,  氷河"
気候モデル,評価,"気候,  モデル,  評価,  関係,  語彙,  温度,  降水,  変動,  信頼性,  観測"
気候モデル,持続可能性,"気候,  モデル,  持続可能性,  関係,  語彙,  環境,  変動,  予測,  シミュレーション,  データ"
気候モデル,技術,"気候学,  データ解析,  予測モデル,  数値実験,  気象データ,  地球システム,  大気循環,  気候変動,  モデル検証,  熱力学"
気候モデル,経済,"温室効果ガス,  対策,  経済成長,  持続可能,  再生可能エネルギー,  費用対効果,  カーボンプライシング,  炭素税,  グリーンテクノロジー,  パリ協定"
気候モデル,国際比較,気候、モデル、国際、比較、温室効果ガス、気温、降水量、気象データ、気候変動、科学研究
気候モデル,行動,"気候,  モデル,  行動,  関係,  語彙,  温度,  変動,  気候変動,  予測,  シミュレーション"
気候モデル,環境負荷,"環境負荷,  温室効果ガス,  CO2排出,  森林伐採,  地球温暖化,  大気汚染,  水質汚染,  資源枯渇,  海洋酸性化,  持続可能性"
気候危機,背景,"気候変動,  二酸化炭素,  化石燃料,  持続可能性,  森林破壊,  水資源,  気温上昇,  再生可能エネルギー,  海面上昇,  環境保護"
気候危機,課題,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  海面上昇,  森林伐採,  絶滅危惧種,  異常気象,  環境保護,  持続可能な開発"
気候危機,影響,"気温上昇,  水不足,  森林破壊,  洪水,  干ばつ,  塩害,  動植物の絶滅,  飢餓,  熱波,  疾病拡大"
気候危機,対策,"温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  リサイクル,  温暖化,  環境保護,  グリーンテクノロジー,  カーボンオフセット,  持続可能な開発"
気候危機,要因,"温暖化,  化石燃料,  森林破壊,  大気汚染,  グリーンハウス効果,  海洋酸性化,  持続可能性,  過剰消費,  再生可能エネルギー,  廃棄物"
気候危機,評価,"気候変動,  温室効果ガス,  海面上昇,  水不足,  森林破壊,  気温上昇,  極端気象,  絶滅危惧種,  砂漠化,  食糧危機"
気候危機,持続可能性,"気候変動,  再生可能エネルギー,  持続可能な開発,  温室効果ガス,  持続可能性,  環境保護,  気候危機,  環境負荷,  グリーンテクノロジー,  バイオ多様性"
気候危機,技術,"再生可能エネルギー,  カーボンオフセット,  持続可能性,  温室効果ガス,  クリーンテクノロジー,  グリーン・エネルギー,  ゼロエミッション,  イノベーション,  カーボンニュートラル,  サステナビリティ"
気候危機,経済,"気候変動,  再生可能エネルギー,  カーボンオフセット,  持続可能性,  グリーンテクノロジー,  脱炭素化,  環境税,  パリ協定,  サステナビリティ,  クリーンエネルギー"
気候危機,国際比較,"気候変動,  温室効果ガス,  二酸化炭素,  持続可能な,  再生可能エネルギー,  森林破壊,  環境保護,  持続可能な開発,  気候変動適応,  二酸化炭素排出"
気候危機,行動,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護, 廃棄物削減,  海洋保護,  経済循環,  グリーンテクノロジー,  エコフレンドリー"
気候危機,環境負荷,"温室効果ガス,  化石燃料,  持続可能性,  森林破壊,  海洋酸性化,  過剰消費,  水資源枯渇,  再生可能エネルギー,  気候変動,  プラスチック汚染"
地熱発電,背景,"地熱,  発電,  ジオサーマル,  火山,  地殻,  温泉,  地熱発電所,  再生可能エネルギー,  発電量,  熱エネルギー"
地熱発電,課題,"地熱,  発電,  資源,  再生可能エネルギー,  火山,  地質,  発電所,  地熱エネルギー,  地熱発電技術,  環境"
地熱発電,影響,"地熱,  発電,  温泉,  火山,  蒸気,  冷却,  地殻,  地熱発電所,  再生可能エネルギー,  環境保護"
地熱発電,対策,"地熱,  発電,  資源,  再生可能,  熱源,  ジオサーマル,  施設,  採掘,  グリーンエネルギー,  環境"
地熱発電,要因,"地熱,  発電,  地球,  温度,  火山,  蒸気,  水蒸気,  地殻,  熱エネルギー,  再生可能"
地熱発電,評価,"地熱,  発電,  再生可能エネルギー,  ジオサーマル,  電力,  環境,  採掘,  蓄熱,  地質,  安定"
地熱発電,持続可能性,"持続可能性,  温泉,  地熱,  発電,  再生可能エネルギー,  グリッド,  カーボンニュートラル,  資源,  環境,  革新"
地熱発電,技術,"地熱,  蒸気,  発電機,  井戸,  ジオサーマル,  地層,  冷却,  地熱発電所,  地熱エネルギー,  マントル"
地熱発電,経済,"地熱,  発電,  エネルギー,  再生可能,  熱源,  液熱,  蒸気,  タービン,  発電所,  メガワット"
地熱発電,国際比較,"地熱,  発電,  国際,  比較,  エネルギー,  可視化,  市場,  技術,  開発,  環境"
地熱発電,行動,"地熱,  発電,  蒸気,  地下,  貫入,  冷却,  ジェネレータ,  岩盤,  環境,  資源"
地熱発電,環境負荷,"地熱,  発電,  環境負荷,  温室効果ガス,  地下水,  地盤沈下,  地震,  硫化水素,  地熱発電所,  水蒸気"
エネルギーマネジメント,背景,"効率,  エコロジー,  再生可能,  グリーン,  資源,  最適化,  負荷管理,  カーボン,  リサイクル,  再利用"
エネルギーマネジメント,課題,省エネ、再生可能エネルギー、エネルギー効率、需要管理、スマートグリッド、省エネルギー政策、エネルギーデータ分析、排出量削減、エネルギー監視、エコモード
エネルギーマネジメント,影響,省エネ、再生可能エネルギー、需要管理、省エネルギー、エネルギー効率、持続可能性、エコロジー、バイオマス、ゼロエミッション、排出削減
エネルギーマネジメント,対策,省エネ、再生可能エネルギー、効率化、 マイクログリッド、エコロジー、排出削減、リサイクル、スマートグリッド、省資源、カーボンニュートラル
エネルギーマネジメント,要因,省エネ、再生可能エネルギー、エネルギーロス、スマートグリッド、需要管理、エネルギー効率、発電量、CO2削減、ピークシフト、エネルギーコスト
エネルギーマネジメント,評価,"効率,  省エネ,  再生可能,  コスト削減,  分析,  最適化,  負荷管理,  計測,  調整,  予測"
エネルギーマネジメント,持続可能性,"持続可能性,  エネルギー効率,  再生可能エネルギー,  グリーンテクノロジー,  エコイノミー,  温室効果ガス削減,  リサイクル,  省エネルギー,  サステナビリティ,  クリーンエネルギー"
エネルギーマネジメント,技術,"省エネ,  冷房,  暖房,  照明,  再生可能エネルギー,  蓄電池,  モニタリング,  エネルギー効率,  システム統合,  センサ技術"
エネルギーマネジメント,経済,"電力,  効率,  コスト削減,  再生可能エネルギー,  需要管理,  費用対効果,  リサイクル,  グリーンテクノロジー,  省エネ,  可変価格"
エネルギーマネジメント,国際比較,"国際,  比較,  エネルギー,  マネジメント,  地域,  需要,  再生可能,  資源,  調達,  可持可能"
エネルギーマネジメント,行動,"省エネ,  再生可能エネルギー,  負荷管理,  エネルギーモニタリング,  節電,  グリーンエネルギー,  エネルギー効率,  CO2削減,  需要応答,  エコロジカル footprint"
エネルギーマネジメント,環境負荷,"CO2排出,  再生可能エネルギー,  グリーンエネルギー,  エコ効率,  カーボンフットプリント,  持続可能性,  エネルギーコンサバション,  再利用,  グリーンテクノロジー,  環境保護"
気候変動,背景,"気候変動,  温室効果ガス,  化石燃料,  森林伐採,  工業活動,  地球温暖化,  海面上昇,  破壊的な気象,  環境破壊,  持続可能なエネルギー"
気候変動,課題,"気候変動,  温室効果ガス,  化石燃料,  持続可能性,  再生可能エネルギー,  森林伐採,  海面上昇,  極端な天候,  災害リスク,  持続可能な開発"
気候変動,影響,"気候変動,  温暖化,  二酸化炭素,  気温上昇,  氷河の融解,  洪水,  干ばつ,  森林火災,  塩害,  飢餓"
気候変動,対策,"温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  カーボンオフセット,  気候変動適応,  環境保護,  生態系回復,  パリ協定,  レジリエンス"
気候変動,要因,"温室効果ガス,  化石燃料,  森林伐採,  地球温暖化,  工業活動,  大気汚染,  水資源利用,  経済成長,  再生可能エネルギー,  過剰消費"
気候変動,評価,"気候変動,  対策,  温暖化,  二酸化炭素,  森林破壊,  持続可能性,  経済影響,  環境保護,  再生可能エネルギー,  地球温暖化"
気候変動,持続可能性,"気候,  変動,  持続可能性,  関係,  語彙,  環境,  温暖化,  二酸化炭素,  天候,  森林"
気候変動,技術,"気候変動対策,  再生可能エネルギー,  カーボンオフセット,  持続可能性,  グリーンテクノロジー,  カーボンニュートラル,  林業管理,  ゼロエミッション,  循環経済,  バイオマス"
気候変動,経済,"気候変動,  経済,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  グリーンエネルギー,  環境規制,  パリ協定,  持続可能な開発"
気候変動,国際比較,"気候変動,  国際,  比較,  語彙,  環境,  対策,  温室効果ガス,  CO2,  持続可能性,  協力"
気候変動,行動,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  森林保護,  海洋保護,  カーボンオフセット,  リサイクル,  ローカルフード"
気候変動,環境負荷,"気候変動,  二酸化炭素,  温室効果ガス,  森林伐採,  化石燃料,  海面上昇,  水資源,  持続可能性,  バイオ燃料,  地球温暖化"
地球科学,背景,"地質学,  地球内部,  プレートテクトニクス,  堆積物,  土壌,  地殻変動,  水文学,  気候変動,  鉱物,  地球化学"
地球科学,課題,"地殻変動,  温暖化,  火山活動,  水循環,  地質学,  気候変動,  地震,  鉱物,  大気汚染,  地球内部"
地球科学,影響,"地殻変動,  気候変動,  地形変化,  地殻プレート,  堆積岩,  火山活動,  地震,  水循環,  気候モデル,  氷河"
地球科学,対策,"気候変動,  再生可能エネルギー,  持続可能性,  海洋酸性化,  森林保護,  バイオディバーシティ,  地球温暖化,  環境保護,  地球規模,  水資源管理"
地球科学,要因,"地殻変動,  気候変動,  海面上昇,  火山活動,  水循環,  地球内部,  光合成,  大気汚染,  生物多様性,  氷河退屈"
地球科学,評価,"地質学,  地球物理学,  気候変動,  大気循環,  地殻変動,  地球内部構造,  生態系,  鉱物資源,  ジオロジスト,  地質時代"
地球科学,持続可能性,"持続可能性,  環境保護,  再生可能エネルギー,  リサイクル,  地球温暖化,  生態系,  持続可能な開発,  グリーンエネルギー,  気候変動,  自然資源"
地球科学,技術,"地殻変動,  震源断層,  偏光顕微鏡,  ジオマグネティズム,  グラビメトリー,  潜在熱,  堆積岩,  地球内部構造,  鉱床学,  弾性波"
地球科学,経済,"鉱物,  地質学,  エネルギー,  地形,  鉱石,  地下資源,  鉱床,  地球環境,  鉱業,  地球科学"
地球科学,国際比較,"大陸プレート,  プレートテクトニクス,  地震帯,  火山活動,  気候変動,  海洋循環,  地質時代,  地球内部,  堆積作用,  地形変動"
地球科学,行動,"地質学,  地球物理学,  気象学,  地質調査,  地球化学,  地球内部,  気候変動,  水文学,  古地磁気,  地質リソース"
地球科学,環境負荷,"温室効果ガス, 気候変動, 海洋酸性化, 生物多様性, 廃棄物, 環境破壊, 大気汚染, 森林伐採, 土壌劣化, 資源枯渇"
気候アクション,背景,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  地球温暖化,  グリーンエネルギー,  持続可能な開発,  環境保護,  持続可能な生活"
気候アクション,課題,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  化石燃料,  持続可能な開発,  森林破壊,  海面上昇,  異常気象,  地球温暖化"
気候アクション,影響,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林伐採,  海面上昇,  異常気象,  絶滅危惧種,  環境保護,  再利用"
気候アクション,対策,"気候変動,  再生可能エネルギー,  持続可能性,  カーボンオフセット,  森林保護,  再利用,  気候適応,  グリーンテクノロジー,  炭素削減,  海洋保護"
気候アクション,要因,"地球温暖化,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林伐採,  水資源管理,  気候変動適応,  環境保護,  持続可能な開発,  環境規制"
気候アクション,評価,"持続可能性,  温室効果ガス,  再生可能エネルギー,  森林保護,  再利用,  地球温暖化,  環境保護,  持続可能な開発,  グリーンテクノロジー,  エコフレンドリー"
気候アクション,持続可能性,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  環境保護,  カーボンオフセット,  グリーンテクノロジー,  リサイクル,  持続可能な開発,  エコロジカル"
気候アクション,技術,"再生可能エネルギー,  電動車,  カーボンキャプチャー,  ゼロエミッション,  持続可能性,  グリーンテクノロジー,  リサイクル,  エネルギー効率,  持続可能な開発,  森林保護"
